config_storage_size,config_block_size,config_blocks_per_bucket,config_use_recursive,config_num_operations,config_read_write_ratio,total_time,avg_read_time,avg_write_time,throughput,client_size,stash_overflow_count,bytes_sent_by_client,bytes_sent_by_server,bytes_read,bytes_written
127,64,8,True,1000,0.1,0.6984388029995898,0.0006955804244668952,0.0006979025346088959,1431.7646667185347,19856,0,8422194,12877114,6784,57216
127,64,8,False,1000,0.1,0.6992915639966668,0.000694153009427059,0.0006989661879057244,1430.0186810272553,16096,0,8422112,12877106,6784,57216
127,64,8,True,1000,0.5,0.7014248979976401,0.0006993022791145147,0.0007020080845485119,1425.6693807914478,19848,0,8422194,12877114,30720,33280
127,64,8,False,1000,0.5,0.7042687619978096,0.0007025830813366459,0.0007043733692766042,1419.9124737029158,15968,0,8422112,12877106,30720,33280
127,64,8,True,1000,0.9,0.7015850460011279,0.0007009782255772734,0.0007009860199104878,1425.343948962094,19712,0,8422194,12877114,57600,6400
127,64,8,False,1000,0.9,0.7000814720013295,0.0006984842600690576,0.0007081503700828762,1428.4051785305653,16096,0,8422112,12877106,57600,6400
127,128,2,True,1000,0.1,0.1912950220030325,0.0001900600312107296,0.00019044895906220123,5227.5275620300645,25648,0,3136523,5240558,12288,115712
127,128,2,False,1000,0.1,0.19373360600002343,0.00019395478125261434,0.00019270582522112496,5161.727077954039,24192,0,3136482,5240554,12288,115712
127,128,2,True,1000,0.5,0.1941611570000532,0.0001937293091587605,0.0001930031470646627,5150.360738732753,25640,0,3136523,5240558,67072,60928
127,128,2,False,1000,0.5,0.1917725919993245,0.00019097564882378427,0.00019112048311162194,5214.509485294553,24320,0,3136482,5240554,67072,60928
127,128,2,True,1000,0.9,0.19261835400175187,0.00019217981347100752,0.00019072077127583767,5191.613256081012,25632,0,3136523,5240558,114560,13440
127,128,2,False,1000,0.9,0.1915258619992528,0.00019096736421427487,0.00019067524765324336,5221.226990242713,24320,0,3136482,5240554,114560,13440
127,128,4,True,1000,0.1,0.36018481900100596,0.0003584617603943722,0.00035942367260928076,2776.35243698932,25472,0,6244789,10478854,12288,115712
127,128,4,False,1000,0.1,0.35869183700197027,0.00035890141657546337,0.0003577349192452688,2787.9084407335063,24192,0,6244748,10478850,12288,115712
127,128,4,True,1000,0.5,0.3721000519981317,0.0003704093281345292,0.00037215712609013125,2687.4492347693117,25600,0,6244789,10478854,67072,60928
127,128,4,False,1000,0.5,0.3625334530006512,0.0003640456049881239,0.00035920406515119906,2758.366136209239,24320,0,6244748,10478850,67072,60928
127,128,4,True,1000,0.9,0.3660152000011294,0.0003656238100267739,0.00036329482844892134,2732.126971767605,25600,0,6244789,10478854,114560,13440
127,128,4,False,1000,0.9,0.3600701779978408,0.00035947792068794995,0.0003595460858681084,2777.2363864190847,24320,0,6244748,10478850,114560,13440
127,128,6,True,1000,0.1,0.5355485190011677,0.0005338709059969915,0.0005347232289653953,1867.2444503535628,25504,0,9353055,15717150,12288,115712
127,128,6,False,1000,0.1,0.5396481160023541,0.0005338168224776988,0.0005391824866755272,1853.059373963677,24320,0,9353014,15717146,12288,115712
127,128,6,True,1000,0.5,0.5366610099990794,0.0005345301869271353,0.0005373787374105823,1863.3736779232675,25632,0,9353055,15717150,67072,60928
127,128,6,False,1000,0.5,0.5300551270011056,0.0005289840439343065,0.0005297552436809574,1886.5962219018668,24320,0,9353014,15717146,67072,60928
127,128,6,True,1000,0.9,0.5348806059992057,0.000533115647049678,0.0005440728664412053,1869.576104992457,25632,0,9353055,15717150,114560,13440
127,128,6,False,1000,0.9,0.5340923040021153,0.0005327023105432771,0.0005398674854534745,1872.335535462124,24192,0,9353014,15717146,114560,13440
127,128,8,True,1000,0.1,0.7044147230008093,0.0007002245938944421,0.0007038884634746751,1419.6182551948891,25600,0,12461321,20955446,12288,115712
127,128,8,False,1000,0.1,0.7000251639983617,0.000698974625114109,0.0006991546538342162,1428.5200753188071,24320,0,12461280,20955442,12288,115712
127,128,8,True,1000,0.5,0.7037784009989991,0.0007042201716714549,0.0007016536953545126,1420.9018045744517,25600,0,12461321,20955446,67072,60928
127,128,8,False,1000,0.5,0.7009664950019214,0.0006989801431353335,0.0007016136953418883,1426.6017093973355,24320,0,12461280,20955442,67072,60928
127,128,8,True,1000,0.9,0.7105065719988488,0.0007104228613504688,0.0007050152475477218,1407.4465169079679,25600,0,12461321,20955446,114560,13440
127,128,8,False,1000,0.9,0.6978042779992393,0.0006974740603386864,0.000695042133329913,1433.0665940702218,24320,0,12461280,20955442,114560,13440
127,256,2,True,1000,0.1,0.19701584900030866,0.00019682961544439866,0.00019584937934676846,5075.7337801713265,42272,0,5156107,9279726,29952,226048
127,256,2,False,1000,0.1,0.19426825399932568,0.00019344259837655246,0.00019324537716121815,5147.5214267559695,40576,0,5156066,9279722,29952,226048
127,256,2,True,1000,0.5,0.19317330100238905,0.00019217456123887857,0.00019254994898373673,5176.698823341185,42272,0,5156107,9279726,125440,130560
127,256,2,False,1000,0.5,0.19179897899812204,0.00019095605091525632,0.00019102584718020093,5213.792092239403,40704,0,5156066,9279722,125440,130560
127,256,2,True,1000,0.9,0.19652427800247096,0.00019612324090680308,0.0001937674210287361,5088.429837597097,42552,0,5156107,9279726,231680,24320
127,256,2,False,1000,0.9,0.19993533399974694,0.0001990945480941751,0.00019973944213952084,5001.617172886838,40704,0,5156066,9279722,231680,24320
127,256,4,True,1000,0.1,0.3800783109982149,0.0003787969914662978,0.00037881680874015273,2631.036739175303,42240,0,10283957,18557190,29952,226048
127,256,4,False,1000,0.1,0.3655610339992563,0.000361814880369253,0.0003648535561026878,2735.521313800733,40704,0,10283916,18557186,29952,226048
127,256,4,True,1000,0.5,0.37472497999988263,0.00037275992040029413,0.0003746747373025202,2668.62379978061,42112,0,10283957,18557190,125440,130560
127,256,4,False,1000,0.5,0.3671960569990915,0.0003669532061654276,0.00036567775491943503,2723.3407901285664,40704,0,10283916,18557186,125440,130560
127,256,4,True,1000,0.9,0.3644204609990993,0.0003638838044905106,0.00036301839990253367,2744.0830222825266,42240,0,10283957,18557190,231680,24320
127,256,4,False,1000,0.9,0.36996629100030987,0.0003691069934454757,0.0003707738843666831,2702.948955960862,40704,0,10283916,18557186,231680,24320
127,256,6,True,1000,0.1,0.5384646060010709,0.0005390900856022759,0.0005371939331907286,1857.1322773218842,42272,0,15411807,27834654,29952,226048
127,256,6,False,1000,0.1,0.5308733510028105,0.000529717564315169,0.0005298716340960957,1883.688450571153,40704,0,15411766,27834650,29952,226048
127,256,6,True,1000,0.5,0.5394778970003244,0.0005387158347284826,0.0005385338567744019,1853.6440613421435,42144,0,15411807,27834654,125440,130560
127,256,6,False,1000,0.5,0.5447962069993082,0.0005453093979779122,0.0005424504274546337,1835.5487559429168,40704,0,15411766,27834650,125440,130560
127,256,6,True,1000,0.9,0.5406315279979026,0.0005394454475324047,0.0005453227051858496,1849.6886478360907,42272,0,15411807,27834654,231680,24320
127,256,6,False,1000,0.9,0.5352800180007762,0.0005347115945605463,0.0005342912102749228,1868.1810760187016,40704,0,15411766,27834650,231680,24320
127,256,8,True,1000,0.1,0.7130884590005735,0.0007094268632157702,0.0007123762910869468,1402.3505602678613,42272,0,20539657,37112118,29952,226048
127,256,8,False,1000,0.1,0.7206761720008217,0.0007200141368136825,0.0007194806852173665,1387.5857685480128,40704,0,20539616,37112114,29952,226048
127,256,8,True,1000,0.5,0.7132693179992202,0.0007143335490563542,0.0007105824647142606,1401.9949754814677,42144,0,20539657,37112118,125440,130560
127,256,8,False,1000,0.5,0.7098444799994468,0.000707216491830376,0.0007106638157625532,1408.7592820342554,40576,0,20539616,37112114,125440,130560
127,256,8,True,1000,0.9,0.7093500590017356,0.0007085500640707162,0.000710491779241956,1409.7411952108587,42272,0,20539657,37112118,231680,24320
127,256,8,False,1000,0.9,0.70647916300004,0.000706040223175081,0.000704105147528217,1415.4699138662968,40704,0,20539616,37112114,231680,24320
255,32,2,True,1000,0.1,0.21461464800086105,0.00021494912854707016,0.00021376899447921044,4659.514200521802,31312,0,2059619,2813726,3232,28768
255,32,2,False,1000,0.1,0.22427914700165275,0.00022616286161684172,0.00022310303448204357,4458.729281651097,22368,0,2059496,2813714,3232,28768
255,32,2,True,1000,0.5,0.22189262199754012,0.00022135802854295693,0.0002210104153629628,4506.684318738124,31312,0,2059619,2813726,15744,16256
255,32,2,False,1000,0.5,0.21645983200141927,0.00021598513014795594,0.00021561656890621024,4619.79477094597,22368,0,2059496,2813714,15744,16256
255,32,2,True,1000,0.9,0.21756440399985877,0.00021696912179785405,0.00021733119323967415,4596.340125568745,31312,0,2059619,2813726,29184,2816
255,32,2,False,1000,0.9,0.21674985199933872,0.0002161500734720839,0.00021637719320014267,4613.613300197551,22368,0,2059496,2813714,29184,2816
255,32,4,True,1000,0.1,0.41115109300153563,0.0004168435445157373,0.00040960168302793016,2432.1958934845034,31280,0,4087699,5624926,3232,28768
255,32,4,False,1000,0.1,0.4050374010002997,0.0004036298909845259,0.0004043686774606779,2468.9078034037157,22208,0,4087576,5624914,3232,28768
255,32,4,True,1000,0.5,0.4108168710008613,0.00041030208137634303,0.0004098744586056949,2434.174617911209,31280,0,4087699,5624926,15744,16256
255,32,4,False,1000,0.5,0.4059888320007303,0.00040560172962384936,0.00040498102564416464,2463.1219412414803,22208,0,4087576,5624914,15744,16256
255,32,4,True,1000,0.9,0.41102049199980684,0.00041046645496703205,0.00040995560220835614,2432.9687192347333,31280,0,4087699,5624926,29184,2816
255,32,4,False,1000,0.9,0.40772864499740535,0.00040729224005780563,0.0004057964887661828,2452.61158927493,22336,0,4087576,5624914,29184,2816
255,32,6,True,1000,0.1,0.6040513389998523,0.0006004854354740577,0.0006035605072528404,1655.488425297977,31312,0,6115779,8436126,3232,28768
255,32,6,False,1000,0.1,0.5981284269983007,0.0005955727029497283,0.0005975904927571971,1671.8817479023464,22368,0,6115656,8436114,3232,28768
255,32,6,True,1000,0.5,0.5987191970016283,0.0006002190995150898,0.0005959819291737095,1670.2320637253265,31312,0,6115779,8436126,15744,16256
255,32,6,False,1000,0.5,0.6005226000015682,0.0005996309816946154,0.0005999810747434679,1665.2162632969826,22368,0,6115656,8436114,15744,16256
255,32,6,True,1000,0.9,0.6024259229998279,0.0006019557730237386,0.0005998680340284905,1659.9551277946678,31312,0,6115779,8436126,29184,2816
255,32,6,False,1000,0.9,0.6002122489990143,0.0005998974233111847,0.0005970375908956074,1666.0772946032334,22368,0,6115656,8436114,29184,2816
255,32,8,True,1000,0.1,0.7979610820002563,0.0007974314353170017,0.0007971742980489267,1253.1939496263287,31280,0,8143859,11247326,3232,28768
255,32,8,False,1000,0.1,0.7923847720012418,0.0008047766730867645,0.0007901294938932798,1262.0131473178196,22336,0,8143736,11247314,3232,28768
255,32,8,True,1000,0.5,0.7990522820000479,0.0007947251545012137,0.000801795602341386,1251.4825656926666,31280,0,8143859,11247326,15744,16256
255,32,8,False,1000,0.5,0.7943551030002709,0.0007930104674880745,0.0007942839567448122,1258.8828298867982,22336,0,8143736,11247314,15744,16256
255,32,8,True,1000,0.9,0.7978815479982586,0.0007975438125915963,0.0007945494429887648,1253.3188698357799,31280,0,8143859,11247326,29184,2816
255,32,8,False,1000,0.9,0.7944471720002184,0.0007941052719312817,0.0007911084432469744,1258.7369371361108,22336,0,8143736,11247314,29184,2816
255,64,2,True,1000,0.1,0.21963274299923796,0.00021995118796700925,0.00021863499662082113,4553.055188148653,35944,0,2702138,4098842,6464,57536
255,64,2,False,1000,0.1,0.2182926610003051,0.0002284523863708462,0.00021629656288490266,4581.006046733758,30528,0,2702056,4098834,6464,57536
255,64,2,True,1000,0.5,0.21685991900085355,0.00021644660367740862,0.00021582758868392057,4611.27166609365,36072,0,2702138,4098842,31168,32832
255,64,2,False,1000,0.5,0.21602684699973906,0.0002155409300934334,0.0002151810603019315,4629.054276764072,30528,0,2702056,4098834,31168,32832
255,64,2,True,1000,0.9,0.21437299399985932,0.00021376984347870986,0.0002140602523330458,4664.766682321264,36072,0,2702138,4098842,57664,6336
255,64,2,False,1000,0.9,0.21801158000016585,0.00021771755382158538,0.00021473071694455223,4586.912309883903,30808,0,2702056,4098834,57664,6336
255,64,4,True,1000,0.1,0.4139256900016335,0.00041370060374685977,0.00041296396659883604,2415.892572398813,36040,0,5372778,8195162,6464,57536
255,64,4,False,1000,0.1,0.4219215049997729,0.00042067971277208585,0.0004209335750706097,2370.1091035891577,30400,0,5372696,8195154,6464,57536
255,64,4,True,1000,0.5,0.4082049790013116,0.0004048640288456077,0.000410009777847894,2449.7496391311456,36040,0,5372778,8195162,31168,32832
255,64,4,False,1000,0.5,0.406361145000119,0.00040400418073672313,0.0004072238752393998,2460.865199106837,30528,0,5372696,8195154,31168,32832
255,64,4,True,1000,0.9,0.40897942000083276,0.00040824103211813746,0.00040981504027531813,2445.110807771119,36040,0,5372778,8195162,57664,6336
255,64,4,False,1000,0.9,0.40866398900107015,0.0004082175826394585,0.000406581171792097,2446.998088684984,30400,0,5372696,8195154,57664,6336
255,64,6,True,1000,0.1,0.6017168720027257,0.0005999774059613863,0.0006010074003532765,1661.91118535807,36040,0,8043418,12291482,6464,57536
255,64,6,False,1000,0.1,0.6175429320028343,0.0006128727820558396,0.000616953335935509,1619.3206142879317,30528,0,8043336,12291474,6464,57536
255,64,6,True,1000,0.5,0.6044892259997141,0.0006053012156253895,0.000602256787465327,1654.28920316352,35912,0,8043418,12291482,31168,32832
255,64,6,False,1000,0.5,0.6038293650017295,0.0006051192176005362,0.0006011435574120987,1656.0970001800688,30528,0,8043336,12291474,31168,32832
255,64,6,True,1000,0.9,0.6033772639966628,0.0006029965871583955,0.0006007602829835966,1657.3378873711272,36040,0,8043418,12291482,57664,6336
255,64,6,False,1000,0.9,0.604574564997165,0.0006043002353146461,0.0006007730404198442,1654.055691219311,30528,0,8043336,12291474,57664,6336
255,64,8,True,1000,0.1,0.7993865809985436,0.0007989904357726677,0.0007985032315020091,1250.9592026812143,36040,0,10714058,16387802,6464,57536
255,64,8,False,1000,0.1,0.7922846960027528,0.0007946285447477488,0.0007910724715929265,1262.1725562101801,30496,0,10713976,16387794,6464,57536
255,64,8,True,1000,0.5,0.8048296580018359,0.0008023369710832558,0.0008057707602655847,1242.4989437923011,36040,0,10714058,16387802,31168,32832
255,64,8,False,1000,0.5,0.8004798590009159,0.0007982749896933415,0.0008010643819982656,1249.2506697771341,30496,0,10713976,16387794,31168,32832
255,64,8,True,1000,0.9,0.7996376579976641,0.0007994742063985317,0.0007952538180321389,1250.566415924,35912,0,10714058,16387802,57664,6336
255,64,8,False,1000,0.9,0.7926209940014814,0.0007927090777508352,0.0007855692325172255,1261.6370340527858,30496,0,10713976,16387794,57664,6336
255,128,2,True,1000,0.1,0.21943895899676136,0.00021965130955069661,0.00021837303658810305,4557.075938437891,48224,0,3987217,6669078,12416,115584
255,128,2,False,1000,0.1,0.2158845529993414,0.0002137454437840845,0.00021513437978750696,4632.105382746169,46944,0,3987176,6669074,12416,115584
255,128,2,True,1000,0.5,0.2164146739996795,0.0002156332738045377,0.00021573841862396106,4620.7587568737645,48096,0,3987217,6669078,65920,62080
255,128,2,False,1000,0.5,0.21900897799787344,0.00021997930687452097,0.0002163608350623615,4566.022859618613,46816,0,3987176,6669074,65920,62080
255,128,2,True,1000,0.9,0.21758762600074988,0.00021681086304781944,0.0002186900426827475,4595.84958198199,48224,0,3987217,6669078,115968,12032
255,128,2,False,1000,0.9,0.21923170800073422,0.00021881075383062607,0.00021671557473421264,4561.383976430321,46944,0,3987176,6669074,115968,12032
255,128,4,True,1000,0.1,0.41517629500231124,0.0004164631130892697,0.0004140139877917874,2408.6153569881276,48224,0,7942977,13335638,12416,115584
255,128,4,False,1000,0.1,0.4111067279991403,0.00041182826826866167,0.0004100627740822201,2432.458366388232,46816,0,7942936,13335634,12416,115584
255,128,4,True,1000,0.5,0.4125295600024401,0.0004117857320593033,0.00041040056493864204,2424.0687139949073,48224,0,7942977,13335638,65920,62080
255,128,4,False,1000,0.5,0.41398579200176755,0.00041340173199378376,0.0004129774000849119,2415.5418357829303,46944,0,7942936,13335634,65920,62080
255,128,4,True,1000,0.9,0.4145941030001268,0.00041399501663084406,0.00041257015959188795,2411.9976448379302,48096,0,7942977,13335638,115968,12032
255,128,4,False,1000,0.9,0.4116652470002009,0.0004108318962627959,0.00041331197892159637,2429.1581747232403,46816,0,7942936,13335634,115968,12032
255,128,6,True,1000,0.1,0.6055441589996917,0.0006047938969487339,0.0006046162547184537,1651.40722627383,48224,0,11898737,20002198,12416,115584
255,128,6,False,1000,0.1,0.6053395479975734,0.0006045920616969917,0.0006044346345286569,1651.9654189255261,46944,0,11898696,20002194,12416,115584
255,128,6,True,1000,0.5,0.6054204979991482,0.0006058923107189312,0.0006034259751817744,1651.744536739169,48224,0,11898737,20002198,65920,62080
255,128,6,False,1000,0.5,0.603056223000749,0.000603071677641778,0.0006015402804289047,1658.2201822312643,46944,0,11898696,20002194,65920,62080
255,128,6,True,1000,0.9,0.6195462420000695,0.0006191842107719173,0.0006155126172435554,1614.084522200827,48224,0,11898737,20002198,115968,12032
255,128,6,False,1000,0.9,0.6064909779997834,0.0006059597936328079,0.0006055240849472032,1648.8291438365918,46944,0,11898696,20002194,115968,12032
255,128,8,True,1000,0.1,0.8063131679991784,0.0008261015462960937,0.0008031628870997712,1240.2129094349839,48192,0,15854497,26668758,12416,115584
255,128,8,False,1000,0.1,0.8023067110007105,0.0007941969585219115,0.0008021492724091455,1246.4061265955363,46912,0,15854456,26668754,12416,115584
255,128,8,True,1000,0.5,0.8079246199995396,0.0008097033068304317,0.0008044471587990554,1237.7392336435666,48192,0,15854497,26668758,65920,62080
255,128,8,False,1000,0.5,0.8057439749973128,0.0008071987028671678,0.0008024477361105551,1241.089019627277,46784,0,15854456,26668754,65920,62080
255,128,8,True,1000,0.9,0.8144611400020949,0.0008137061766311644,0.0008146167445839309,1227.805663014724,48192,0,15854497,26668758,115968,12032
255,128,8,False,1000,0.9,0.7979684190031548,0.0007974306402203258,0.0007959627447680179,1253.1824270053555,46912,0,15854456,26668754,115968,12032
255,256,2,True,1000,0.1,0.22655195799961803,0.00022651566672720946,0.00022525344970179847,4413.9984877185925,81280,0,6557457,11809558,19200,236800
255,256,2,False,1000,0.1,0.21891463499923702,0.00021897694678045808,0.0002177754183365913,4567.990623392928,79712,0,6557416,11809554,19200,236800
255,256,2,True,1000,0.5,0.22054767800000263,0.00022022121527042913,0.00021913944170751955,4534.166984065859,81152,0,6557457,11809558,130816,125184
255,256,2,False,1000,0.5,0.2175450520007871,0.00021676080230039813,0.0002166800429216769,4596.7489988987745,79712,0,6557416,11809554,130816,125184
255,256,2,True,1000,0.9,0.21990737600208377,0.00021926519706547706,0.0002197912607421724,4547.36907046958,81560,0,6557457,11809558,232448,23552
255,256,2,False,1000,0.9,0.21696700099710142,0.00021634299892638316,0.00021670616317113974,4608.99581689549,79712,0,6557416,11809554,232448,23552
255,256,4,True,1000,0.1,0.4169636710030318,0.00041471745343490816,0.0004160005405051256,2398.290473590753,81248,0,13083457,23616598,19200,236800
255,256,4,False,1000,0.1,0.41540651700051967,0.0004108126531355083,0.0004146332291113779,2407.280480866286,79712,0,13083416,23616594,19200,236800
255,256,4,True,1000,0.5,0.42201634899902274,0.00042243428171801183,0.0004197852576461812,2369.5764450166257,81248,0,13083457,23616598,130816,125184
255,256,4,False,1000,0.5,0.4232198809986585,0.0004197298375332756,0.0004249529101910138,2362.837959408551,79712,0,13083416,23616594,130816,125184
255,256,4,True,1000,0.9,0.419235674002266,0.0004187004758508046,0.0004173955653839031,2385.2931942871705,81120,0,13083457,23616598,232448,23552
255,256,4,False,1000,0.9,0.4171603699978732,0.00041670096805174954,0.000414282815259155,2397.159634327437,79712,0,13083416,23616594,232448,23552
255,256,6,True,1000,0.1,0.6133647520000522,0.00061217951986085,0.0006123276594105945,1630.3512660928302,81280,0,19609457,35423638,19200,236800
255,256,6,False,1000,0.1,0.610653536998143,0.0006120471069395232,0.0006093980021526207,1637.5897942322752,79712,0,19609416,35423634,19200,236800
255,256,6,True,1000,0.5,0.6432127340012812,0.0006435105049554481,0.0006405639549871337,1554.695588470747,81280,0,19609457,35423638,130816,125184
255,256,6,False,1000,0.5,0.6200939619993733,0.0006202571800060287,0.0006179715359011181,1612.6588247621264,79584,0,19609416,35423634,130816,125184
255,256,6,True,1000,0.9,0.6162056449975353,0.0006157969328181742,0.0006130794345549277,1622.8348573535054,81280,0,19609457,35423638,232448,23552
255,256,6,False,1000,0.9,0.6073938689987699,0.0006068943259282853,0.0006055734783845053,1646.3781592797493,79712,0,19609416,35423634,232448,23552
255,256,8,True,1000,0.1,0.8159216310014017,0.0008093271998222917,0.0008152757622136395,1225.6079040001357,81248,0,26135457,47230678,19200,236800
255,256,8,False,1000,0.1,0.8306208459980553,0.0008344254266315451,0.0008289883859224328,1203.9187371928074,79680,0,26135416,47230674,19200,236800
255,256,8,True,1000,0.5,0.8186462039993785,0.000822577833525728,0.0008127044579823019,1221.5289035906399,81120,0,26135457,47230678,130816,125184
255,256,8,False,1000,0.5,0.8112015610022354,0.0008119527298897079,0.0008085968404313634,1232.7392451815615,79680,0,26135416,47230674,130816,125184
255,256,8,True,1000,0.9,0.8067475219977496,0.0008044937016013681,0.0008223946632152429,1239.5451770632021,81248,0,26135457,47230678,232448,23552
255,256,8,False,1000,0.9,0.8062300310011778,0.0008058124560257496,0.00080354978229519,1240.3407979707706,79680,0,26135416,47230674,232448,23552
